iter	Passed	Remaining
0	1	67
1	3	73
2	5	79
3	6	78
4	8	76
5	10	73
6	11	72
7	14	75
8	15	72
9	16	67
10	18	65
11	19	62
12	20	59
13	22	56
14	23	55
15	25	54
16	28	55
17	30	54
18	31	51
19	32	49
20	33	46
21	34	44
22	36	42
23	37	40
24	37	37
25	38	35
26	40	34
27	42	33
28	44	31
29	45	30
30	47	29
31	49	27
32	50	26
33	52	24
34	54	23
35	55	21
36	57	20
37	59	18
38	61	17
39	62	15
40	63	13
41	64	12
42	64	10
43	66	9
44	68	7
45	69	6
46	71	4
47	73	3
48	74	1
49	76	0
